id_venda;cod_cliente;cod_produto;cod_marca;Des_Cliente;nom_produto;des_marca;Ano_venda;Mês_venda;Dia_venda;dtc_venda;qtd_venda;val_venda;num_nota
3577;2;6;5;benito de paula;notebook;samsung;2014;6;13;13/06/2014;3;550,0;840
3620;2;6;5;benito de paula;notebook;samsung;2014;8;7;07/08/2014;2;550,0;1097
3997;2;6;5;benito de paula;notebook;samsung;2015;2;22;22/02/2015;3;550,0;1207
4024;2;6;5;benito de paula;notebook;samsung;2015;5;24;24/05/2015;1;550,0;1252
4109;2;6;5;benito de paula;notebook;samsung;2014;7;11;11/07/2014;1;550,0;175
4114;2;6;5;benito de paula;notebook;samsung;2015;6;19;19/06/2015;1;550,0;1128
4170;2;6;5;benito de paula;notebook;samsung;2015;12;13;13/12/2015;2;550,0;1123
4216;2;6;5;benito de paula;notebook;samsung;2015;4;14;14/04/2015;3;550,0;232
4377;2;6;5;benito de paula;notebook;samsung;2014;10;23;23/10/2014;3;550,0;470
4482;2;6;5;benito de paula;notebook;samsung;2014;9;15;15/09/2014;3;550,0;659
4616;2;6;5;benito de paula;notebook;samsung;2014;1;11;11/01/2014;2;550,0;1457
4631;2;6;5;benito de paula;notebook;samsung;2015;1;24;24/01/2015;1;550,0;685
4650;2;6;5;benito de paula;notebook;samsung;2015;3;5;05/03/2015;3;550,0;838
4761;2;6;5;benito de paula;notebook;samsung;2015;1;5;05/01/2015;1;550,0;1099
4830;2;6;5;benito de paula;notebook;samsung;2015;12;22;22/12/2015;3;550,0;1221
4889;2;6;5;benito de paula;notebook;samsung;2015;10;4;04/10/2015;2;550,0;224
5349;2;6;5;benito de paula;notebook;samsung;2014;9;8;08/09/2014;3;550,0;253
5504;2;6;5;benito de paula;notebook;samsung;2014;7;26;26/07/2014;1;550,0;1470
5755;2;6;5;benito de paula;notebook;samsung;2015;6;22;22/06/2015;1;550,0;819
5863;2;6;5;benito de paula;notebook;samsung;2014;11;28;28/11/2014;3;550,0;759
5886;2;6;5;benito de paula;notebook;samsung;2014;12;13;13/12/2014;1;550,0;1416
6119;2;6;5;benito de paula;notebook;samsung;2014;7;1;01/07/2014;2;550,0;824
6293;2;6;5;benito de paula;notebook;samsung;2014;8;27;27/08/2014;1;550,0;1266
6448;2;6;5;benito de paula;notebook;samsung;2014;6;18;18/06/2014;3;550,0;1167
6522;2;6;5;benito de paula;notebook;samsung;2015;2;21;21/02/2015;2;550,0;1345
6558;2;6;5;benito de paula;notebook;samsung;2015;9;18;18/09/2015;1;550,0;470
6701;2;6;5;benito de paula;notebook;samsung;2015;10;9;09/10/2015;2;550,0;1417
6814;2;6;5;benito de paula;notebook;samsung;2015;3;19;19/03/2015;1;550,0;666
6884;2;6;5;benito de paula;notebook;samsung;2014;9;20;20/09/2014;3;550,0;441
6910;2;6;5;benito de paula;notebook;samsung;2015;1;2;02/01/2015;2;550,0;1019
7150;2;6;5;benito de paula;notebook;samsung;2014;11;27;27/11/2014;3;550,0;310
7405;2;6;5;benito de paula;notebook;samsung;2014;8;14;14/08/2014;1;550,0;70
7567;2;6;5;benito de paula;notebook;samsung;2014;7;8;08/07/2014;2;550,0;223
7689;2;6;5;benito de paula;notebook;samsung;2014;7;8;08/07/2014;2;550,0;1270
7766;2;6;5;benito de paula;notebook;samsung;2014;8;12;12/08/2014;1;550,0;1185
7791;2;6;5;benito de paula;notebook;samsung;2015;5;21;21/05/2015;3;550,0;126
7858;2;6;5;benito de paula;notebook;samsung;2014;7;19;19/07/2014;2;550,0;916
7894;2;6;5;benito de paula;notebook;samsung;2015;2;23;23/02/2015;3;550,0;773
7939;2;6;5;benito de paula;notebook;samsung;2015;4;24;24/04/2015;1;550,0;477
7967;2;6;5;benito de paula;notebook;samsung;2015;10;22;22/10/2015;3;550,0;620
8015;2;6;5;benito de paula;notebook;samsung;2014;3;12;12/03/2014;3;550,0;1490
8052;2;6;5;benito de paula;notebook;samsung;2015;5;15;15/05/2015;1;550,0;869
8097;2;6;5;benito de paula;notebook;samsung;2015;1;10;10/01/2015;1;550,0;433
8236;2;6;5;benito de paula;notebook;samsung;2014;8;16;16/08/2014;3;550,0;619
8484;2;6;5;benito de paula;notebook;samsung;2014;11;13;13/11/2014;1;550,0;403
8492;2;6;5;benito de paula;notebook;samsung;2014;10;15;15/10/2014;1;550,0;380
8513;2;6;5;benito de paula;notebook;samsung;2015;1;23;23/01/2015;3;550,0;490
8609;2;6;5;benito de paula;notebook;samsung;2015;6;24;24/06/2015;1;550,0;363
8612;2;6;5;benito de paula;notebook;samsung;2015;3;25;25/03/2015;2;550,0;545
8799;2;6;5;benito de paula;notebook;samsung;2015;1;13;13/01/2015;1;550,0;557
8828;2;6;5;benito de paula;notebook;samsung;2014;5;10;10/05/2014;2;550,0;1352
8912;2;6;5;benito de paula;notebook;samsung;2014;9;7;07/09/2014;3;550,0;1231
9048;2;6;5;benito de paula;notebook;samsung;2015;3;19;19/03/2015;3;550,0;148
9218;2;6;5;benito de paula;notebook;samsung;2014;9;17;17/09/2014;2;550,0;1029
9415;2;6;5;benito de paula;notebook;samsung;2014;9;23;23/09/2014;1;550,0;344
9451;2;6;5;benito de paula;notebook;samsung;2015;4;28;28/04/2015;3;550,0;1190
9475;2;6;5;benito de paula;notebook;samsung;2015;3;3;03/03/2015;2;550,0;866
9557;2;6;5;benito de paula;notebook;samsung;2015;5;22;22/05/2015;2;550,0;1225
9688;2;6;5;benito de paula;notebook;samsung;2015;7;16;16/07/2015;1;550,0;1240
9877;2;6;5;benito de paula;notebook;samsung;2014;6;5;05/06/2014;3;550,0;924
9893;2;6;5;benito de paula;notebook;samsung;2015;8;5;05/08/2015;1;550,0;576
9988;2;6;5;benito de paula;notebook;samsung;2014;2;10;10/02/2014;2;550,0;615
10074;2;6;5;benito de paula;notebook;samsung;2015;10;17;17/10/2015;1;550,0;712
10137;2;6;5;benito de paula;notebook;samsung;2015;6;26;26/06/2015;3;550,0;1222
10148;2;6;5;benito de paula;notebook;samsung;2015;9;26;26/09/2015;2;550,0;1118
10149;2;6;5;benito de paula;notebook;samsung;2014;7;22;22/07/2014;2;550,0;44
10246;2;6;5;benito de paula;notebook;samsung;2015;5;4;04/05/2015;2;550,0;1368
110;3;6;5;renato russo;notebook;samsung;2014;4;22;22/04/2014;3;550,0;916
356;3;6;5;renato russo;notebook;samsung;2015;1;28;28/01/2015;2;550,0;1119
440;3;6;5;renato russo;notebook;samsung;2014;1;5;05/01/2014;1;550,0;447
578;3;6;5;renato russo;notebook;samsung;2014;5;6;06/05/2014;3;550,0;1452
644;3;6;5;renato russo;notebook;samsung;2014;9;3;03/09/2014;3;550,0;85
728;3;6;5;renato russo;notebook;samsung;2014;2;2;02/02/2014;1;550,0;118
762;3;6;5;renato russo;notebook;samsung;2015;5;27;27/05/2015;3;550,0;997
833;3;6;5;renato russo;notebook;samsung;2014;1;18;18/01/2014;2;550,0;1304
870;3;6;5;renato russo;notebook;samsung;2015;2;21;21/02/2015;2;550,0;1135
935;3;6;5;renato russo;notebook;samsung;2015;12;2;02/12/2015;3;550,0;92
1055;3;6;5;renato russo;notebook;samsung;2014;5;17;17/05/2014;2;550,0;889
1447;3;6;5;renato russo;notebook;samsung;2015;6;12;12/06/2015;1;550,0;134
1573;3;6;5;renato russo;notebook;samsung;2014;4;23;23/04/2014;2;550,0;228
1861;3;6;5;renato russo;notebook;samsung;2014;1;25;25/01/2014;1;550,0;871
1863;3;6;5;renato russo;notebook;samsung;2015;2;25;25/02/2015;2;550,0;418
2344;3;6;5;renato russo;notebook;samsung;2015;9;22;22/09/2015;3;550,0;351
2551;3;6;5;renato russo;notebook;samsung;2014;5;13;13/05/2014;1;550,0;854
2859;3;6;5;renato russo;notebook;samsung;2014;12;8;08/12/2014;3;550,0;641
2933;3;6;5;renato russo;notebook;samsung;2014;4;5;05/04/2014;2;550,0;40
2976;3;6;5;renato russo;notebook;samsung;2015;11;4;04/11/2015;3;550,0;132
3215;3;6;5;renato russo;notebook;samsung;2014;2;24;24/02/2014;2;550,0;313
3233;3;6;5;renato russo;notebook;samsung;2014;12;12;12/12/2014;1;550,0;1252
3888;3;6;5;renato russo;notebook;samsung;2014;2;21;21/02/2014;3;550,0;486
3924;3;6;5;renato russo;notebook;samsung;2014;8;10;10/08/2014;2;550,0;1225
3927;3;6;5;renato russo;notebook;samsung;2014;1;8;08/01/2014;1;550,0;185
3932;3;6;5;renato russo;notebook;samsung;2015;12;25;25/12/2015;1;550,0;1423
4094;3;6;5;renato russo;notebook;samsung;2014;7;3;03/07/2014;2;550,0;69
4143;3;6;5;renato russo;notebook;samsung;2015;6;13;13/06/2015;2;550,0;417
4245;3;6;5;renato russo;notebook;samsung;2014;11;18;18/11/2014;2;550,0;703
4277;3;6;5;renato russo;notebook;samsung;2015;1;23;23/01/2015;3;550,0;1280
4610;3;6;5;renato russo;notebook;samsung;2015;11;17;17/11/2015;1;550,0;152
4630;3;6;5;renato russo;notebook;samsung;2014;4;17;17/04/2014;2;550,0;81
5059;3;6;5;renato russo;notebook;samsung;2014;1;18;18/01/2014;2;550,0;1060
5062;3;6;5;renato russo;notebook;samsung;2014;10;25;25/10/2014;1;550,0;34
5107;3;6;5;renato russo;notebook;samsung;2015;11;1;01/11/2015;3;550,0;77
5232;3;6;5;renato russo;notebook;samsung;2014;4;7;07/04/2014;1;550,0;1362
5302;3;6;5;renato russo;notebook;samsung;2014;7;3;03/07/2014;1;550,0;1107
6069;3;6;5;renato russo;notebook;samsung;2014;12;24;24/12/2014;2;550,0;591
6108;3;6;5;renato russo;notebook;samsung;2014;7;2;02/07/2014;2;550,0;1376
6109;3;6;5;renato russo;notebook;samsung;2014;4;28;28/04/2014;2;550,0;292
6125;3;6;5;renato russo;notebook;samsung;2015;5;20;20/05/2015;1;550,0;268
6257;3;6;5;renato russo;notebook;samsung;2015;6;12;12/06/2015;3;550,0;693
6477;3;6;5;renato russo;notebook;samsung;2015;12;14;14/12/2015;2;550,0;161
6796;3;6;5;renato russo;notebook;samsung;2014;1;11;11/01/2014;3;550,0;682
6800;3;6;5;renato russo;notebook;samsung;2014;2;20;20/02/2014;1;550,0;1331
6839;3;6;5;renato russo;notebook;samsung;2014;6;18;18/06/2014;2;550,0;705
6891;3;6;5;renato russo;notebook;samsung;2015;8;15;15/08/2015;3;550,0;737
7215;3;6;5;renato russo;notebook;samsung;2015;4;9;09/04/2015;1;550,0;1384
7271;3;6;5;renato russo;notebook;samsung;2015;5;2;02/05/2015;1;550,0;309
7781;3;6;5;renato russo;notebook;samsung;2015;9;5;05/09/2015;1;550,0;513
7821;3;6;5;renato russo;notebook;samsung;2014;9;20;20/09/2014;1;550,0;1371
8042;3;6;5;renato russo;notebook;samsung;2015;6;8;08/06/2015;3;550,0;54
8133;3;6;5;renato russo;notebook;samsung;2014;9;24;24/09/2014;2;550,0;948
8152;3;6;5;renato russo;notebook;samsung;2014;5;1;01/05/2014;3;550,0;1418
8258;3;6;5;renato russo;notebook;samsung;2015;6;25;25/06/2015;2;550,0;100
8339;3;6;5;renato russo;notebook;samsung;2015;9;4;04/09/2015;2;550,0;383
8358;3;6;5;renato russo;notebook;samsung;2015;11;7;07/11/2015;2;550,0;1024
8702;3;6;5;renato russo;notebook;samsung;2015;7;22;22/07/2015;1;550,0;406
9192;3;6;5;renato russo;notebook;samsung;2015;2;27;27/02/2015;3;550,0;826
9198;3;6;5;renato russo;notebook;samsung;2015;10;1;01/10/2015;2;550,0;917
9315;3;6;5;renato russo;notebook;samsung;2014;2;5;05/02/2014;3;550,0;1155
9360;3;6;5;renato russo;notebook;samsung;2015;7;28;28/07/2015;3;550,0;634
9762;3;6;5;renato russo;notebook;samsung;2014;4;3;03/04/2014;2;550,0;165
9862;3;6;5;renato russo;notebook;samsung;2015;7;17;17/07/2015;1;550,0;169
10208;3;6;5;renato russo;notebook;samsung;2014;10;3;03/10/2014;3;550,0;917
10506;3;6;5;renato russo;notebook;samsung;2015;2;12;12/02/2015;1;550,0;33
226;4;6;5;tom jobim;notebook;samsung;2015;1;10;10/01/2015;1;550,0;922
268;4;6;5;tom jobim;notebook;samsung;2014;3;21;21/03/2014;2;550,0;337
335;4;6;5;tom jobim;notebook;samsung;2014;10;10;10/10/2014;1;550,0;398
426;4;6;5;tom jobim;notebook;samsung;2015;7;3;03/07/2015;3;550,0;980
618;4;6;5;tom jobim;notebook;samsung;2014;9;24;24/09/2014;3;550,0;1015
1116;4;6;5;tom jobim;notebook;samsung;2014;8;10;10/08/2014;1;550,0;480
1130;4;6;5;tom jobim;notebook;samsung;2015;9;9;09/09/2015;1;550,0;1059
1550;4;6;5;tom jobim;notebook;samsung;2014;7;1;01/07/2014;1;550,0;1311
1781;4;6;5;tom jobim;notebook;samsung;2014;8;10;10/08/2014;2;550,0;1153
1866;4;6;5;tom jobim;notebook;samsung;2014;5;5;05/05/2014;2;550,0;1434
1940;4;6;5;tom jobim;notebook;samsung;2015;6;3;03/06/2015;3;550,0;250
2190;4;6;5;tom jobim;notebook;samsung;2014;10;10;10/10/2014;3;550,0;925
2343;4;6;5;tom jobim;notebook;samsung;2014;12;6;06/12/2014;3;550,0;405
2348;4;6;5;tom jobim;notebook;samsung;2014;9;17;17/09/2014;3;550,0;1356
2363;4;6;5;tom jobim;notebook;samsung;2015;3;5;05/03/2015;2;550,0;117
2540;4;6;5;tom jobim;notebook;samsung;2015;11;3;03/11/2015;2;550,0;1058
2652;4;6;5;tom jobim;notebook;samsung;2014;12;20;20/12/2014;1;550,0;259
2897;4;6;5;tom jobim;notebook;samsung;2015;5;1;01/05/2015;2;550,0;218
2927;4;6;5;tom jobim;notebook;samsung;2014;3;27;27/03/2014;2;550,0;739
2932;4;6;5;tom jobim;notebook;samsung;2015;12;5;05/12/2015;2;550,0;180
3039;4;6;5;tom jobim;notebook;samsung;2015;11;24;24/11/2015;3;550,0;17
3297;4;6;5;tom jobim;notebook;samsung;2015;7;25;25/07/2015;2;550,0;1426
3573;4;6;5;tom jobim;notebook;samsung;2015;3;17;17/03/2015;1;550,0;1388
4260;4;6;5;tom jobim;notebook;samsung;2014;11;13;13/11/2014;1;550,0;790
4322;4;6;5;tom jobim;notebook;samsung;2014;9;5;05/09/2014;1;550,0;157
4348;4;6;5;tom jobim;notebook;samsung;2014;3;6;06/03/2014;2;550,0;216
4409;4;6;5;tom jobim;notebook;samsung;2015;4;12;12/04/2015;1;550,0;219
4414;4;6;5;tom jobim;notebook;samsung;2015;6;18;18/06/2015;3;550,0;1122
4430;4;6;5;tom jobim;notebook;samsung;2014;12;10;10/12/2014;3;550,0;1168
4496;4;6;5;tom jobim;notebook;samsung;2015;7;26;26/07/2015;2;550,0;641
4578;4;6;5;tom jobim;notebook;samsung;2015;7;5;05/07/2015;2;550,0;1117
4854;4;6;5;tom jobim;notebook;samsung;2015;11;18;18/11/2015;2;550,0;427
5010;4;6;5;tom jobim;notebook;samsung;2014;5;23;23/05/2014;2;550,0;890
5183;4;6;5;tom jobim;notebook;samsung;2015;11;3;03/11/2015;1;550,0;1301
5292;4;6;5;tom jobim;notebook;samsung;2015;3;18;18/03/2015;3;550,0;608
5437;4;6;5;tom jobim;notebook;samsung;2014;11;3;03/11/2014;3;550,0;581
5751;4;6;5;tom jobim;notebook;samsung;2014;3;18;18/03/2014;2;550,0;667
5861;4;6;5;tom jobim;notebook;samsung;2014;10;20;20/10/2014;3;550,0;1134
5919;4;6;5;tom jobim;notebook;samsung;2014;2;21;21/02/2014;3;550,0;1129
6167;4;6;5;tom jobim;notebook;samsung;2015;8;8;08/08/2015;3;550,0;513
6180;4;6;5;tom jobim;notebook;samsung;2014;8;3;03/08/2014;3;550,0;994
6326;4;6;5;tom jobim;notebook;samsung;2014;1;10;10/01/2014;1;550,0;1331
6520;4;6;5;tom jobim;notebook;samsung;2014;9;1;01/09/2014;1;550,0;165
6625;4;6;5;tom jobim;notebook;samsung;2015;9;1;01/09/2015;1;550,0;221
6678;4;6;5;tom jobim;notebook;samsung;2014;5;4;04/05/2014;3;550,0;436
7233;4;6;5;tom jobim;notebook;samsung;2015;6;3;03/06/2015;1;550,0;676
7289;4;6;5;tom jobim;notebook;samsung;2015;5;3;03/05/2015;3;550,0;206
7306;4;6;5;tom jobim;notebook;samsung;2015;10;20;20/10/2015;1;550,0;907
7544;4;6;5;tom jobim;notebook;samsung;2014;4;22;22/04/2014;2;550,0;1212
7706;4;6;5;tom jobim;notebook;samsung;2014;4;13;13/04/2014;1;550,0;426
7719;4;6;5;tom jobim;notebook;samsung;2015;8;4;04/08/2015;1;550,0;497
7765;4;6;5;tom jobim;notebook;samsung;2014;10;13;13/10/2014;2;550,0;235
7959;4;6;5;tom jobim;notebook;samsung;2015;2;1;01/02/2015;2;550,0;862
8034;4;6;5;tom jobim;notebook;samsung;2014;1;10;10/01/2014;1;550,0;13
8125;4;6;5;tom jobim;notebook;samsung;2015;11;19;19/11/2015;1;550,0;1207
8302;4;6;5;tom jobim;notebook;samsung;2014;4;9;09/04/2014;2;550,0;321
8510;4;6;5;tom jobim;notebook;samsung;2014;6;27;27/06/2014;3;550,0;1137
8825;4;6;5;tom jobim;notebook;samsung;2015;12;11;11/12/2015;3;550,0;41
8922;4;6;5;tom jobim;notebook;samsung;2015;1;10;10/01/2015;2;550,0;3
8975;4;6;5;tom jobim;notebook;samsung;2014;4;22;22/04/2014;1;550,0;92
8984;4;6;5;tom jobim;notebook;samsung;2015;7;21;21/07/2015;3;550,0;786
9219;4;6;5;tom jobim;notebook;samsung;2014;12;26;26/12/2014;1;550,0;1266
9538;4;6;5;tom jobim;notebook;samsung;2015;3;20;20/03/2015;2;550,0;419
9804;4;6;5;tom jobim;notebook;samsung;2015;11;6;06/11/2015;1;550,0;17
9986;4;6;5;tom jobim;notebook;samsung;2014;10;19;19/10/2014;1;550,0;202
10106;4;6;5;tom jobim;notebook;samsung;2014;7;10;10/07/2014;1;550,0;292
10243;4;6;5;tom jobim;notebook;samsung;2015;5;8;08/05/2015;3;550,0;481
236;5;6;5;edson arantes;notebook;samsung;2014;3;15;15/03/2014;2;550,0;75
283;5;6;5;edson arantes;notebook;samsung;2014;9;22;22/09/2014;3;550,0;1332
464;5;6;5;edson arantes;notebook;samsung;2014;5;27;27/05/2014;2;550,0;1007
533;5;6;5;edson arantes;notebook;samsung;2015;12;15;15/12/2015;2;550,0;583
552;5;6;5;edson arantes;notebook;samsung;2014;8;14;14/08/2014;3;550,0;460
610;5;6;5;edson arantes;notebook;samsung;2014;12;22;22/12/2014;1;550,0;1139
647;5;6;5;edson arantes;notebook;samsung;2014;10;4;04/10/2014;2;550,0;1017
674;5;6;5;edson arantes;notebook;samsung;2015;3;24;24/03/2015;2;550,0;792
937;5;6;5;edson arantes;notebook;samsung;2014;9;26;26/09/2014;2;550,0;1300
949;5;6;5;edson arantes;notebook;samsung;2015;5;11;11/05/2015;3;550,0;253
1296;5;6;5;edson arantes;notebook;samsung;2014;7;16;16/07/2014;1;550,0;512
1389;5;6;5;edson arantes;notebook;samsung;2015;3;27;27/03/2015;3;550,0;1085
1664;5;6;5;edson arantes;notebook;samsung;2015;5;4;04/05/2015;1;550,0;479
1675;5;6;5;edson arantes;notebook;samsung;2014;4;20;20/04/2014;1;550,0;862
1755;5;6;5;edson arantes;notebook;samsung;2015;9;18;18/09/2015;1;550,0;942
1764;5;6;5;edson arantes;notebook;samsung;2014;9;27;27/09/2014;3;550,0;205
1867;5;6;5;edson arantes;notebook;samsung;2014;8;15;15/08/2014;3;550,0;1042
2015;5;6;5;edson arantes;notebook;samsung;2014;8;15;15/08/2014;1;550,0;1446
2354;5;6;5;edson arantes;notebook;samsung;2014;12;1;01/12/2014;2;550,0;1434
2374;5;6;5;edson arantes;notebook;samsung;2015;2;18;18/02/2015;3;550,0;1242
2382;5;6;5;edson arantes;notebook;samsung;2015;8;8;08/08/2015;3;550,0;1008
2411;5;6;5;edson arantes;notebook;samsung;2015;3;17;17/03/2015;1;550,0;1364
2552;5;6;5;edson arantes;notebook;samsung;2015;7;28;28/07/2015;3;550,0;830
3077;5;6;5;edson arantes;notebook;samsung;2015;8;3;03/08/2015;2;550,0;193
3255;5;6;5;edson arantes;notebook;samsung;2014;5;23;23/05/2014;3;550,0;176
3384;5;6;5;edson arantes;notebook;samsung;2014;8;17;17/08/2014;3;550,0;60
3727;5;6;5;edson arantes;notebook;samsung;2014;11;11;11/11/2014;1;550,0;326
3789;5;6;5;edson arantes;notebook;samsung;2015;9;18;18/09/2015;3;550,0;100
3831;5;6;5;edson arantes;notebook;samsung;2014;1;25;25/01/2014;1;550,0;1291
4191;5;6;5;edson arantes;notebook;samsung;2015;6;12;12/06/2015;1;550,0;688
4210;5;6;5;edson arantes;notebook;samsung;2015;10;8;08/10/2015;2;550,0;1499
4263;5;6;5;edson arantes;notebook;samsung;2014;11;7;07/11/2014;3;550,0;312
4304;5;6;5;edson arantes;notebook;samsung;2014;5;5;05/05/2014;3;550,0;887
4336;5;6;5;edson arantes;notebook;samsung;2014;4;17;17/04/2014;3;550,0;1426
4345;5;6;5;edson arantes;notebook;samsung;2014;3;24;24/03/2014;3;550,0;194
4410;5;6;5;edson arantes;notebook;samsung;2014;12;3;03/12/2014;2;550,0;867
4434;5;6;5;edson arantes;notebook;samsung;2015;1;22;22/01/2015;2;550,0;731
4593;5;6;5;edson arantes;notebook;samsung;2015;10;4;04/10/2015;3;550,0;696
4621;5;6;5;edson arantes;notebook;samsung;2015;4;2;02/04/2015;3;550,0;21
4704;5;6;5;edson arantes;notebook;samsung;2014;9;12;12/09/2014;3;550,0;697
4884;5;6;5;edson arantes;notebook;samsung;2014;11;9;09/11/2014;2;550,0;169
4897;5;6;5;edson arantes;notebook;samsung;2015;10;5;05/10/2015;3;550,0;672
4963;5;6;5;edson arantes;notebook;samsung;2015;12;4;04/12/2015;1;550,0;1024
5013;5;6;5;edson arantes;notebook;samsung;2014;4;2;02/04/2014;3;550,0;712
5038;5;6;5;edson arantes;notebook;samsung;2015;3;21;21/03/2015;1;550,0;27
5234;5;6;5;edson arantes;notebook;samsung;2014;9;17;17/09/2014;3;550,0;1337
5418;5;6;5;edson arantes;notebook;samsung;2014;5;21;21/05/2014;1;550,0;505
5423;5;6;5;edson arantes;notebook;samsung;2014;6;6;06/06/2014;3;550,0;1438
5798;5;6;5;edson arantes;notebook;samsung;2015;12;5;05/12/2015;2;550,0;1189
6133;5;6;5;edson arantes;notebook;samsung;2014;2;6;06/02/2014;2;550,0;605
6239;5;6;5;edson arantes;notebook;samsung;2014;8;9;09/08/2014;3;550,0;1198
6325;5;6;5;edson arantes;notebook;samsung;2015;3;6;06/03/2015;3;550,0;573
6433;5;6;5;edson arantes;notebook;samsung;2014;11;28;28/11/2014;1;550,0;106
6466;5;6;5;edson arantes;notebook;samsung;2015;9;11;11/09/2015;3;550,0;89
6547;5;6;5;edson arantes;notebook;samsung;2014;4;1;01/04/2014;1;550,0;360
6788;5;6;5;edson arantes;notebook;samsung;2015;3;10;10/03/2015;3;550,0;45
6898;5;6;5;edson arantes;notebook;samsung;2015;9;18;18/09/2015;1;550,0;636
7040;5;6;5;edson arantes;notebook;samsung;2014;3;18;18/03/2014;2;550,0;949
7146;5;6;5;edson arantes;notebook;samsung;2014;4;15;15/04/2014;3;550,0;1328
7185;5;6;5;edson arantes;notebook;samsung;2014;2;19;19/02/2014;3;550,0;190
7369;5;6;5;edson arantes;notebook;samsung;2014;7;5;05/07/2014;2;550,0;589
7691;5;6;5;edson arantes;notebook;samsung;2015;3;15;15/03/2015;3;550,0;746
7705;5;6;5;edson arantes;notebook;samsung;2014;10;26;26/10/2014;1;550,0;1396
7709;5;6;5;edson arantes;notebook;samsung;2015;7;17;17/07/2015;1;550,0;420
7849;5;6;5;edson arantes;notebook;samsung;2014;2;8;08/02/2014;3;550,0;380
7895;5;6;5;edson arantes;notebook;samsung;2015;3;1;01/03/2015;1;550,0;520
8066;5;6;5;edson arantes;notebook;samsung;2014;8;6;06/08/2014;3;550,0;648
8238;5;6;5;edson arantes;notebook;samsung;2015;6;17;17/06/2015;2;550,0;1334
8699;5;6;5;edson arantes;notebook;samsung;2015;2;25;25/02/2015;2;550,0;136
8949;5;6;5;edson arantes;notebook;samsung;2015;5;15;15/05/2015;1;550,0;306
8960;5;6;5;edson arantes;notebook;samsung;2015;12;4;04/12/2015;3;550,0;689
9053;5;6;5;edson arantes;notebook;samsung;2015;5;22;22/05/2015;1;550,0;822
9168;5;6;5;edson arantes;notebook;samsung;2015;3;4;04/03/2015;1;550,0;943
9204;5;6;5;edson arantes;notebook;samsung;2014;8;3;03/08/2014;1;550,0;780
9221;5;6;5;edson arantes;notebook;samsung;2015;5;4;04/05/2015;2;550,0;100
10010;5;6;5;edson arantes;notebook;samsung;2014;5;22;22/05/2014;1;550,0;874
10100;5;6;5;edson arantes;notebook;samsung;2015;3;24;24/03/2015;3;550,0;490
10156;5;6;5;edson arantes;notebook;samsung;2015;6;5;05/06/2015;2;550,0;410
10273;5;6;5;edson arantes;notebook;samsung;2014;4;26;26/04/2014;2;550,0;1379
10493;5;6;5;edson arantes;notebook;samsung;2014;10;18;18/10/2014;3;550,0;1170
10509;5;6;5;edson arantes;notebook;samsung;2014;12;28;28/12/2014;3;550,0;1392
10528;5;6;5;edson arantes;notebook;samsung;2015;6;24;24/06/2015;1;550,0;1000
98;6;6;5;reginaldo rossi;notebook;samsung;2014;12;19;19/12/2014;1;550,0;40
122;6;6;5;reginaldo rossi;notebook;samsung;2014;11;12;12/11/2014;2;550,0;349
197;6;6;5;reginaldo rossi;notebook;samsung;2015;4;17;17/04/2015;3;550,0;83
257;6;6;5;reginaldo rossi;notebook;samsung;2015;4;8;08/04/2015;3;550,0;595
537;6;6;5;reginaldo rossi;notebook;samsung;2014;8;10;10/08/2014;1;550,0;1129
769;6;6;5;reginaldo rossi;notebook;samsung;2014;11;15;15/11/2014;3;550,0;812
860;6;6;5;reginaldo rossi;notebook;samsung;2014;7;12;12/07/2014;1;550,0;166
1106;6;6;5;reginaldo rossi;notebook;samsung;2014;7;22;22/07/2014;1;550,0;127
1292;6;6;5;reginaldo rossi;notebook;samsung;2014;8;15;15/08/2014;2;550,0;1335
1351;6;6;5;reginaldo rossi;notebook;samsung;2014;6;16;16/06/2014;3;550,0;1473
1436;6;6;5;reginaldo rossi;notebook;samsung;2014;3;6;06/03/2014;2;550,0;1044
1774;6;6;5;reginaldo rossi;notebook;samsung;2015;8;22;22/08/2015;2;550,0;538
1871;6;6;5;reginaldo rossi;notebook;samsung;2014;3;14;14/03/2014;1;550,0;455
2584;6;6;5;reginaldo rossi;notebook;samsung;2014;1;21;21/01/2014;3;550,0;903
2604;6;6;5;reginaldo rossi;notebook;samsung;2014;1;23;23/01/2014;3;550,0;166
2616;6;6;5;reginaldo rossi;notebook;samsung;2015;5;25;25/05/2015;1;550,0;69
2716;6;6;5;reginaldo rossi;notebook;samsung;2015;11;12;12/11/2015;3;550,0;225
2770;6;6;5;reginaldo rossi;notebook;samsung;2014;5;12;12/05/2014;1;550,0;1331
3239;6;6;5;reginaldo rossi;notebook;samsung;2015;5;8;08/05/2015;2;550,0;526
3434;6;6;5;reginaldo rossi;notebook;samsung;2014;1;11;11/01/2014;3;550,0;910
3624;6;6;5;reginaldo rossi;notebook;samsung;2014;5;3;03/05/2014;3;550,0;448
3635;6;6;5;reginaldo rossi;notebook;samsung;2014;6;7;07/06/2014;3;550,0;818
3900;6;6;5;reginaldo rossi;notebook;samsung;2015;4;6;06/04/2015;3;550,0;1412
4053;6;6;5;reginaldo rossi;notebook;samsung;2014;2;10;10/02/2014;1;550,0;1131
4229;6;6;5;reginaldo rossi;notebook;samsung;2015;1;19;19/01/2015;1;550,0;73
